location,size,bhk,total_sqft,tot_sqft,bath,price,house_price,del_by_bath,bhk_blank,bath_blank,price_blank,del_by_sqft
Marathahalli,3 BHK,3,1650 ,1650,3,86.45,8645000,save,FALSE,FALSE,FALSE,save
Panathur,2 BHK,2,1109 ,1109,2,63,6300000,save,FALSE,FALSE,FALSE,save
Pragathi Nagar,2 BHK,2,1280 ,1280,2,49.75,4975000,save,FALSE,FALSE,FALSE,save
Sarjapur,4 Bedroom,4,2885 ,2885,3,185,18500000,save,FALSE,FALSE,FALSE,save
Devanahalli,3 Bedroom,3,1600 ,1600,3,180,18000000,save,FALSE,FALSE,FALSE,save
Kothanur,3 BHK,3,1462 ,1462,3,71,7100000,save,FALSE,FALSE,FALSE,save
Marathahalli,1 BHK,1,607 ,607,1,35,3500000,save,FALSE,FALSE,FALSE,save
Kammasandra,2 BHK,2,930 ,930,2,25,2500000,save,FALSE,FALSE,FALSE,save
Malleshwaram,3 BHK,3,2600 ,2600,3,237,23700000,save,FALSE,FALSE,FALSE,save
JP Nagar,4 BHK,4,3000 ,3000,4,140,14000000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,3 BHK,3,1418 ,1418,3,52.47,5247000,save,FALSE,FALSE,FALSE,save
Ramesh Nagar,2 Bedroom,2,4200 ,4200,1,160,16000000,save,FALSE,FALSE,FALSE,save
EPIP Zone,2 BHK,2,1125 ,1125,2,65,6500000,save,FALSE,FALSE,FALSE,save
CV Raman Nagar,3 BHK,3,1825 ,1825,3,126,12600000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1320 ,1320,2,79.5,7950000,save,FALSE,FALSE,FALSE,save
JP Nagar,4 Bedroom,4,3000 ,3000,4,140,14000000,save,FALSE,FALSE,FALSE,save
HAL 2nd Stage,3 BHK,3,1490 ,1490,2,300,30000000,save,FALSE,FALSE,FALSE,save
8th block Koramangala,4 Bedroom,4,1650 ,1650,3,300,30000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,750 ,750,2,52.7,5270000,save,FALSE,FALSE,FALSE,save
Yelahanka,3 BHK,3,1400 ,1400,2,80.54,8054000,save,FALSE,FALSE,FALSE,save
Sathya Sai Layout,4 BHK,4,4104 ,4104,4,360,36000000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,4 BHK,4,5000 ,5000,4,375,37500000,save,FALSE,FALSE,FALSE,save
Mahadevpura,5 Bedroom,5,3295 ,3295,4,260,26000000,save,FALSE,FALSE,FALSE,save
Whitefield,3 Bedroom,3,1200 ,1200,3,61.96,6196000,save,FALSE,FALSE,FALSE,save
Poorna Pragna Layout,2 BHK,2,965 ,965,2,48,4800000,save,FALSE,FALSE,FALSE,save
Gottigere,1 Bedroom,1,812 ,812,1,26,2600000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,1100 ,1100,2,43,4300000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1180 ,1180,2,41,4100000,save,FALSE,FALSE,FALSE,save
HSR Layout,2 BHK,2,1145 ,1145,2,48,4800000,save,FALSE,FALSE,FALSE,save
Haralur Road,2 BHK,2,1027 ,1027,2,44,4400000,save,FALSE,FALSE,FALSE,save
Silk Board,2 BHK,2,1215 ,1215,2,49.85,4985000,save,FALSE,FALSE,FALSE,save
Hegde Nagar,2 Bedroom,2,1200 ,1200,2,75,7500000,save,FALSE,FALSE,FALSE,save
Kenchenahalli,2 BHK,2,1015 ,1015,2,58,5800000,save,FALSE,FALSE,FALSE,save
Kaggalipura,3 Bedroom,3,2400 ,2400,3,165,16500000,save,FALSE,FALSE,FALSE,save
Whitefield,4 Bedroom,4,3000 ,3000,4,306,30600000,save,FALSE,FALSE,FALSE,save
Puttanahalli,2 BHK,2,1076 ,1076,2,52,5200000,save,FALSE,FALSE,FALSE,save
JP Nagar,2 BHK,2,1300 ,1300,2,109,10900000,save,FALSE,FALSE,FALSE,save
Hebbal Kempapura,2 BHK,2,1300 ,1300,2,102,10200000,save,FALSE,FALSE,FALSE,save
Hosa Road,3 BHK,3,1512 ,1512,3,123,12300000,save,FALSE,FALSE,FALSE,save
Bhoganhalli,3 BHK,3,1053 ,1053,3,88.91,8891000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,1 BHK,1,540 - 670,540 ,1,41.745,4174500,save,FALSE,FALSE,FALSE,save
Hormavu,2 BHK,2,1153 ,1153,2,65,6500000,save,FALSE,FALSE,FALSE,save
Virat Nagar,2 Bedroom,2,2080 ,2080,2,150,15000000,save,FALSE,FALSE,FALSE,save
Hulimavu,2 BHK,2,1255 ,1255,2,69,6900000,save,FALSE,FALSE,FALSE,save
Marathahalli,3 BHK,3,1583 ,1583,3,109,10900000,save,FALSE,FALSE,FALSE,save
Kundalahalli Colony,2 BHK,2,1505 ,1505,2,90,9000000,save,FALSE,FALSE,FALSE,save
Kathriguppe,3 BHK,3,1365 ,1365,2,75.08,7508000,save,FALSE,FALSE,FALSE,save
Dwarka Nagar,3 Bedroom,3,1200 ,1200,3,95.75,9575000,save,FALSE,FALSE,FALSE,save
Magadi Road,1 Bedroom,1,440 ,440,1,35,3500000,save,FALSE,FALSE,FALSE,save
Subramanyapura,2 BHK,2,975 ,975,2,63,6300000,save,FALSE,FALSE,FALSE,save
Doddagubbi,2 BHK,2,1250 ,1250,2,39,3900000,save,FALSE,FALSE,FALSE,save
Gopalkrishna Nagar,3 BHK,3,1530 ,1530,2,97,9700000,save,FALSE,FALSE,FALSE,save
Kereguddadahalli,3 BHK,3,1300 ,1300,2,39,3900000,save,FALSE,FALSE,FALSE,save
Channasandra,2 BHK,2,1115 ,1115,2,40,4000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1308 ,1308,2,83,8300000,save,FALSE,FALSE,FALSE,save
Parappana Agrahara,2 BHK,2,1194 ,1194,2,47,4700000,save,FALSE,FALSE,FALSE,save
Uttarahalli,3 BHK,3,1490 ,1490,2,59.6,5960000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1592 ,1592,3,91,9100000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,2 BHK,2,1222 ,1222,2,112,11200000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,2 BHK,2,1267 ,1267,2,42.85,4285000,save,FALSE,FALSE,FALSE,save
Balagere,1 BHK,1,656 ,656,1,53,5300000,save,FALSE,FALSE,FALSE,save
Dodda Nekkundi,4 Bedroom,4,3400 ,3400,4,530,53000000,save,FALSE,FALSE,FALSE,save
Chandapura,2 Bedroom,2,1200 ,1200,1,36,3600000,save,FALSE,FALSE,FALSE,save
Thanisandra,3 BHK,3,1698 ,1698,3,102,10200000,save,FALSE,FALSE,FALSE,save
Tata Nagar,3 BHK,3,1500 ,1500,3,70,7000000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1152 ,1152,2,65.75,6575000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,1 BHK,1,550 ,550,1,21,2100000,save,FALSE,FALSE,FALSE,save
Pattandur Agrahara,2 BHK,2,900 ,900,2,42,4200000,save,FALSE,FALSE,FALSE,save
Rajarajeshwari nagar,3 BHK,3,1410 ,1410,2,45.12,4512000,save,FALSE,FALSE,FALSE,save
Akshaya Nagar,3 BHK,3,1419 ,1419,2,73,7300000,save,FALSE,FALSE,FALSE,save
Amruthahalli,2 BHK,2,1200 ,1200,2,55,5500000,save,FALSE,FALSE,FALSE,save
AECS Layout,3 BHK,3,1800 ,1800,3,65,6500000,save,FALSE,FALSE,FALSE,save
Gottigere,2 BHK,2,990 ,990,2,40,4000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1016 ,1016,2,45,4500000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,2 BHK,2,1100 ,1100,2,39,3900000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1095 ,1095,2,35,3500000,save,FALSE,FALSE,FALSE,save
Rajarajeshwarinagar,3 BHK,3,2000 ,2000,3,85,8500000,save,FALSE,FALSE,FALSE,save
Budigere,2 BHK,2,1444 ,1444,2,70,7000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1415 ,1415,2,67,6700000,save,FALSE,FALSE,FALSE,save
Jinkethimmanahalli,3 Bedroom,3,1500 ,1500,2,130,13000000,save,FALSE,FALSE,FALSE,save
Daadys Gaarden Layout,3 BHK,3,1600 ,1600,3,72,7200000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1105 ,1105,2,41.36,4136000,save,FALSE,FALSE,FALSE,save
Electronic City,3 BHK,3,1225 ,1225,3,45.03,4503000,save,FALSE,FALSE,FALSE,save
Frazer Town,3 BHK,3,2560 ,2560,3,265,26500000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,1080 ,1080,2,37.8,3780000,save,FALSE,FALSE,FALSE,save
Dasarahalli,7 Bedroom,7,2400 ,2400,3,150,15000000,save,FALSE,FALSE,FALSE,save
Talaghattapura,3 BHK,3,1856 ,1856,3,135,13500000,save,FALSE,FALSE,FALSE,save
Haralur Road,3 BHK,3,1464 ,1464,3,56,5600000,save,FALSE,FALSE,FALSE,save
Vishwapriya Nagar,6 Bedroom,6,2100 ,2100,6,71,7100000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1150 ,1150,2,77,7700000,save,FALSE,FALSE,FALSE,save
5th Phase JP Nagar,3 BHK,3,1485 ,1485,2,67,6700000,save,FALSE,FALSE,FALSE,save
Vimanapura,3 BHK,3,2500 ,2500,3,75,7500000,save,FALSE,FALSE,FALSE,save
Whitefield,2 Bedroom,2,1200 ,1200,2,45,4500000,save,FALSE,FALSE,FALSE,save
Hennur Road,2 BHK,2,1036 ,1036,2,59.46,5946000,save,FALSE,FALSE,FALSE,save
Dodsworth Layout,2 BHK,2,1400 ,1400,2,80,8000000,save,FALSE,FALSE,FALSE,save
Bommanahalli,2 BHK,2,1110 ,1110,2,33,3300000,save,FALSE,FALSE,FALSE,save
Kodichikkanahalli,2 BHK,2,1150 ,1150,2,48,4800000,save,FALSE,FALSE,FALSE,save
Kenchenahalli,1 BHK,1,715 ,715,1,45,4500000,save,FALSE,FALSE,FALSE,save
Magadi Road,4 Bedroom,4,1200 ,1200,4,130,13000000,save,FALSE,FALSE,FALSE,save
Jakkur,4 BHK,4,2283 ,2283,4,130,13000000,save,FALSE,FALSE,FALSE,save
Hormavu,3 BHK,3,1453 ,1453,2,43.58,4358000,save,FALSE,FALSE,FALSE,save
Nagarbhavi,3 BHK,3,1400 ,1400,2,85,8500000,save,FALSE,FALSE,FALSE,save
Padmanabhanagar,3 BHK,3,1400 ,1400,3,65,6500000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,1700 ,1700,3,140,14000000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1591 ,1591,3,120,12000000,save,FALSE,FALSE,FALSE,save
Nagarbhavi,3 BHK,3,1515 ,1515,2,79,7900000,save,FALSE,FALSE,FALSE,save
Marathahalli,5 Bedroom,5,2500 ,2500,3,200,20000000,save,FALSE,FALSE,FALSE,save
Chandapura,2 BHK,2,975 ,975,2,24.86,2486000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,3 BHK,3,1382 ,1382,2,76.18,7618000,save,FALSE,FALSE,FALSE,save
Sector 1 HSR Layout,3 BHK,3,1533 ,1533,3,150,15000000,save,FALSE,FALSE,FALSE,save
Cunningham Road,3 BHK,3,3815 ,3815,3,763,76300000,save,FALSE,FALSE,FALSE,save
Amarjyothi Colony,2 BHK,2,1100 ,1100,2,38,3800000,save,FALSE,FALSE,FALSE,save
Banashankari Stage II,3 BHK,3,1500 ,1500,2,120,12000000,save,FALSE,FALSE,FALSE,save
Yelahanka,3 BHK,3,1391 ,1391,2,64.5,6450000,save,FALSE,FALSE,FALSE,save
Begur Road,2 BHK,2,1160 ,1160,2,42.92,4292000,save,FALSE,FALSE,FALSE,save
Chandapura,1 BHK,1,620 ,620,1,27,2700000,save,FALSE,FALSE,FALSE,save
Whitefield,4 Bedroom,4,4827 ,4827,4,400,40000000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1482 ,1482,3,60.98,6098000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1405 ,1405,2,84.5,8450000,save,FALSE,FALSE,FALSE,save
Gunjur,2 BHK,2,1190 ,1190,2,40,4000000,save,FALSE,FALSE,FALSE,save
Harlur,2 BHK,2,1174 ,1174,2,78,7800000,save,FALSE,FALSE,FALSE,save
Seegehalli,2 Bedroom,2,1155 ,1155,2,72,7200000,save,FALSE,FALSE,FALSE,save
Thanisandra,3 BHK,3,1411 ,1411,3,93.04,9304000,save,FALSE,FALSE,FALSE,save
Jalahalli West,2 BHK,2,745 ,745,2,50,5000000,save,FALSE,FALSE,FALSE,save
Kereguddadahalli,2 BHK,2,1000 ,1000,2,30,3000000,save,FALSE,FALSE,FALSE,save
Jigani,2 BHK,2,923 ,923,2,50,5000000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,2 BHK,2,1000 ,1000,2,32,3200000,save,FALSE,FALSE,FALSE,save
Battarahalli,2 BHK,2,1276 ,1276,2,45,4500000,save,FALSE,FALSE,FALSE,save
Devasthanagalu,3 BHK,3,1460 ,1460,3,70,7000000,save,FALSE,FALSE,FALSE,save
Yemlur,2 BHK,2,1355 ,1355,2,95,9500000,save,FALSE,FALSE,FALSE,save
Avalahalli,1 BHK,1,833 ,833,1,49,4900000,save,FALSE,FALSE,FALSE,save
Cambridge Layout,5 Bedroom,5,1750 ,1750,5,450,45000000,save,FALSE,FALSE,FALSE,save
Ramamurthy Nagar,2 BHK,2,1200 ,1200,2,48,4800000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,1 BHK,1,669 ,669,1,36.85,3685000,save,FALSE,FALSE,FALSE,save
Koramangala,3 BHK,3,1594 ,1594,3,125,12500000,save,FALSE,FALSE,FALSE,save
Kothanur,3 BHK,3,1790 ,1790,3,105,10500000,save,FALSE,FALSE,FALSE,save
NGR Layout,2 BHK,2,1020 ,1020,2,45,4500000,save,FALSE,FALSE,FALSE,save
Vasantapura main road,2 BHK,2,1037 ,1037,2,36.28,3628000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,1345 ,1345,2,57,5700000,save,FALSE,FALSE,FALSE,save
Kodichikkanahalli,2 BHK,2,1070 ,1070,2,43,4300000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,3 BHK,3,1385 ,1385,2,76.18,7618000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,1207 ,1207,2,79.9,7990000,save,FALSE,FALSE,FALSE,save
Varthur,2 BHK,2,1140 ,1140,2,55.5,5550000,save,FALSE,FALSE,FALSE,save
Basavanapura,2 BHK,2,1220 ,1220,2,68,6800000,save,FALSE,FALSE,FALSE,save
CQAL Layout,4 Bedroom,4,3811 ,3811,3,475,47500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1965 ,1965,3,120,12000000,save,FALSE,FALSE,FALSE,save
Koramangala,3 BHK,3,1760 ,1760,2,115,11500000,save,FALSE,FALSE,FALSE,save
Haralur Road,2 BHK,2,1225 ,1225,2,70,7000000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1075 ,1075,2,52.43,5243000,save,FALSE,FALSE,FALSE,save
Panathur,2 BHK,2,1000 ,1000,2,68,6800000,save,FALSE,FALSE,FALSE,save
Hennur Road,3 BHK,3,1891 ,1891,3,109,10900000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1322 ,1322,2,86,8600000,save,FALSE,FALSE,FALSE,save
Mathikere,3 Bedroom,3,1095 ,1095,3,215,21500000,save,FALSE,FALSE,FALSE,save
Bellandur,4 Bedroom,4,3600 ,3600,4,260,26000000,save,FALSE,FALSE,FALSE,save
AECS Layout,2 BHK,2,1045 ,1045,2,36.58,3658000,save,FALSE,FALSE,FALSE,save
Venugopal Reddy Layout,3 BHK,3,1545 ,1545,3,85,8500000,save,FALSE,FALSE,FALSE,save
Thanisandra,3 BHK,3,1996 ,1996,3,135,13500000,save,FALSE,FALSE,FALSE,save
Brookefield,2 BHK,2,1125 ,1125,2,70,7000000,save,FALSE,FALSE,FALSE,save
Mysore Road,3 BHK,3,1560 ,1560,3,115,11500000,save,FALSE,FALSE,FALSE,save
BEML Layout,3 BHK,3,2000 ,2000,2,85,8500000,save,FALSE,FALSE,FALSE,save
Murugeshpalya,4 BHK,4,3100 ,3100,4,310,31000000,save,FALSE,FALSE,FALSE,save
Lake City,2 BHK,2,780 ,780,2,35,3500000,save,FALSE,FALSE,FALSE,save
Lakshmipura,2 Bedroom,2,1350 ,1350,2,110,11000000,save,FALSE,FALSE,FALSE,save
Pragathi Nagar,2 BHK,2,1350 ,1350,2,41,4100000,save,FALSE,FALSE,FALSE,save
Haralur Road,3 BHK,3,1464 ,1464,3,56,5600000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1570 ,1570,3,64.5,6450000,save,FALSE,FALSE,FALSE,save
Dasanapura,1 BHK,1,708 ,708,1,28.32,2832000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1680 ,1680,3,160,16000000,save,FALSE,FALSE,FALSE,save
Hoodi,2 BHK,2,1400 ,1400,2,82,8200000,save,FALSE,FALSE,FALSE,save
Bellandur,2 BHK,2,1310 ,1310,2,72,7200000,save,FALSE,FALSE,FALSE,save
BTM Layout,6 Bedroom,6,3300 ,3300,6,165,16500000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,2 BHK,2,1175 ,1175,2,57,5700000,save,FALSE,FALSE,FALSE,save
Chikkalasandra,3 BHK,3,1428 ,1428,2,80,8000000,save,FALSE,FALSE,FALSE,save
Whitefield,4 BHK,4,3252 ,3252,4,280,28000000,save,FALSE,FALSE,FALSE,save
Haralur Road,2 BHK,2,1194 ,1194,2,46,4600000,save,FALSE,FALSE,FALSE,save
8th Phase JP Nagar,2 BHK,2,1080 ,1080,2,35,3500000,save,FALSE,FALSE,FALSE,save
Vijaya Bank Layout,3 BHK,3,1200 ,1200,2,68,6800000,save,FALSE,FALSE,FALSE,save
Whitefield,2 Bedroom,2,1200 ,1200,2,45,4500000,save,FALSE,FALSE,FALSE,save
Bommasandra Industrial Area,3 BHK,3,1320 ,1320,2,38.13,3813000,save,FALSE,FALSE,FALSE,save
Badavala Nagar,3 BHK,3,1842 ,1842,3,115,11500000,save,FALSE,FALSE,FALSE,save
Sector 2 HSR Layout,2 BHK,2,1146 ,1146,2,55,5500000,save,FALSE,FALSE,FALSE,save
Rachenahalli,1 BHK,1,440 ,440,1,28,2800000,save,FALSE,FALSE,FALSE,save
Sahakara Nagar,2 BHK,2,1048 ,1048,2,50,5000000,save,FALSE,FALSE,FALSE,save
Thanisandra,3 BHK,3,1801 ,1801,3,115,11500000,save,FALSE,FALSE,FALSE,save
Hennur Road,2 BHK,2,1232 ,1232,2,69.61,6961000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1150 ,1150,2,90,9000000,save,FALSE,FALSE,FALSE,save
Talaghattapura,3 BHK,3,1868 ,1868,3,120,12000000,save,FALSE,FALSE,FALSE,save
Begur,3 BHK,3,1445 ,1445,2,47.1,4710000,save,FALSE,FALSE,FALSE,save
Hebbal Kempapura,3 BHK,3,1466 ,1466,2,140,14000000,save,FALSE,FALSE,FALSE,save
Harlur,3 BHK,3,1730 ,1730,3,100,10000000,save,FALSE,FALSE,FALSE,save
JP Nagar,3 BHK,3,3860 ,3860,3,402,40200000,save,FALSE,FALSE,FALSE,save
Somasundara Palya,2 BHK,2,1185 ,1185,2,70,7000000,save,FALSE,FALSE,FALSE,save
Whitefield,4 BHK,4,2400 ,2400,4,147,14700000,save,FALSE,FALSE,FALSE,save
Kaval Byrasandra,2 BHK,2,1185 ,1185,2,49,4900000,save,FALSE,FALSE,FALSE,save
Hongasandra,2 BHK,2,1150 ,1150,2,49,4900000,save,FALSE,FALSE,FALSE,save
Maruthi Extension,5 Bedroom,5,2000 ,2000,4,180,18000000,save,FALSE,FALSE,FALSE,save
Pai Layout,2 BHK,2,1075 ,1075,2,35,3500000,save,FALSE,FALSE,FALSE,save
Hebbal,3 BHK,3,1760 ,1760,3,123,12300000,save,FALSE,FALSE,FALSE,save
Banashankari,2 BHK,2,1600 ,1600,2,63.98,6398000,save,FALSE,FALSE,FALSE,save
Haralur Road,2 BHK,2,1000 ,1000,2,78,7800000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,2 BHK,2,1215 ,1215,2,90,9000000,save,FALSE,FALSE,FALSE,save
EPIP Zone,3 BHK,3,1734 ,1734,3,125,12500000,save,FALSE,FALSE,FALSE,save
Akshaya Nagar,2 BHK,2,1280 ,1280,2,60,6000000,save,FALSE,FALSE,FALSE,save
Rachenahalli,2 BHK,2,1113 ,1113,2,55,5500000,save,FALSE,FALSE,FALSE,save
Horamavu Banaswadi,2 BHK,2,1272 ,1272,2,48,4800000,save,FALSE,FALSE,FALSE,save
Kereguddadahalli,3 BHK,3,1240 ,1240,3,41,4100000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1100 ,1100,2,70,7000000,save,FALSE,FALSE,FALSE,save
Ambalipura,2 BHK,2,896 ,896,2,30.13,3013000,save,FALSE,FALSE,FALSE,save
BTM 2nd Stage,2 BHK,2,1200 ,1200,2,35,3500000,save,FALSE,FALSE,FALSE,save
Ramagondanahalli,4 BHK,4,2800 ,2800,4,155,15500000,save,FALSE,FALSE,FALSE,save
Hebbal,4 BHK,4,2790 ,2790,4,198,19800000,save,FALSE,FALSE,FALSE,save
Ambalipura,3 BHK,3,3500 ,3500,3,198,19800000,save,FALSE,FALSE,FALSE,save
Ramamurthy Nagar,3 Bedroom,3,3600 ,3600,3,150,15000000,save,FALSE,FALSE,FALSE,save
Sarjapur,2 BHK,2,1500 ,1500,2,30,3000000,save,FALSE,FALSE,FALSE,save
S R Layout,2 BHK,2,1096 ,1096,2,48,4800000,save,FALSE,FALSE,FALSE,save
GD Layout,2 BHK,2,1094 ,1094,2,44,4400000,save,FALSE,FALSE,FALSE,save
Vittal Nagar,2 BHK,2,1100 ,1100,2,49,4900000,save,FALSE,FALSE,FALSE,save
Nagarbhavi,2 BHK,2,1145 ,1145,2,40,4000000,save,FALSE,FALSE,FALSE,save
Rachenahalli,3 BHK,3,1550 ,1550,3,74.5,7450000,save,FALSE,FALSE,FALSE,save
Hoodi,3 BHK,3,1746 ,1746,3,84.95,8495000,save,FALSE,FALSE,FALSE,save
Maruthi Sevanagar,4 Bedroom,4,1280 ,1280,4,115,11500000,save,FALSE,FALSE,FALSE,save
Kengeri,2 BHK,2,918 ,918,2,27.54,2754000,save,FALSE,FALSE,FALSE,save
Chandapura,1 BHK,1,645 ,645,1,16.45,1645000,save,FALSE,FALSE,FALSE,save
Banashankari Stage III,3 BHK,3,1305 ,1305,2,60,6000000,save,FALSE,FALSE,FALSE,save
Thigalarapalya,2 BHK,2,1207 ,1207,2,62,6200000,save,FALSE,FALSE,FALSE,save
Thanisandra,3 BHK,3,1678 ,1678,3,125,12500000,save,FALSE,FALSE,FALSE,save
Kaggalipura,2 BHK,2,950 ,950,2,50,5000000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1070 ,1070,2,55,5500000,save,FALSE,FALSE,FALSE,save
Ardendale,3 BHK,3,1732 ,1732,3,92,9200000,save,FALSE,FALSE,FALSE,save
Attibele,3 BHK,3,1639 ,1639,2,40.98,4098000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1360 ,1360,2,103,10300000,save,FALSE,FALSE,FALSE,save
Malleshpalya,4 Bedroom,4,2592 ,2592,4,250,25000000,save,FALSE,FALSE,FALSE,save
RMV 2nd Stage,3 Bedroom,3,4470 ,4470,3,700,70000000,save,FALSE,FALSE,FALSE,save
Lakshminarayana Pura,3 BHK,3,1656 ,1656,3,150,15000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,985 ,985,2,49,4900000,save,FALSE,FALSE,FALSE,save
Dodda Nekkundi,3 BHK,3,1999 ,1999,3,135,13500000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,2 BHK,2,1050 ,1050,2,75,7500000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,1440 ,1440,2,64,6400000,save,FALSE,FALSE,FALSE,save
Basavangudi,3 BHK,3,1600 ,1600,2,160,16000000,save,FALSE,FALSE,FALSE,save
Ramagondanahalli,2 BHK,2,1253 ,1253,2,52.66,5266000,save,FALSE,FALSE,FALSE,save
Shirdi Sai Nagar,3 Bedroom,3,1200 ,1200,3,85,8500000,save,FALSE,FALSE,FALSE,save
Padmanabhanagar,3 BHK,3,1360 ,1360,2,75,7500000,save,FALSE,FALSE,FALSE,save
Hagadur,2 BHK,2,1086 ,1086,2,47.5,4750000,save,FALSE,FALSE,FALSE,save
Wilson Garden,3 BHK,3,1655 ,1655,3,155,15500000,save,FALSE,FALSE,FALSE,save
Old Madras Road,4 Bedroom,4,2600 ,2600,4,260,26000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1418 ,1418,2,78,7800000,save,FALSE,FALSE,FALSE,save
Kalena Agrahara,2 BHK,2,1270 ,1270,2,100,10000000,save,FALSE,FALSE,FALSE,save
Begur Road,3 BHK,3,1410 ,1410,2,52.17,5217000,save,FALSE,FALSE,FALSE,save
"JP Nagar 7th Phase, ",2 BHK,2,1150 ,1150,2,74,7400000,save,FALSE,FALSE,FALSE,save
Raghuvanahalli,3 BHK,3,1440 ,1440,3,65.8,6580000,save,FALSE,FALSE,FALSE,save
J C Nagar,3 Bedroom,3,1200 ,1200,2,108,10800000,save,FALSE,FALSE,FALSE,save
Sadduguntepalya,2 BHK,2,1200 ,1200,2,75,7500000,save,FALSE,FALSE,FALSE,save
Begur Road,3 BHK,3,1410 ,1410,2,50.06,5006000,save,FALSE,FALSE,FALSE,save
Whitefield,1 BHK,1,624 ,624,1,35,3500000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1060 ,1060,2,58,5800000,save,FALSE,FALSE,FALSE,save
Whitefield,2 Bedroom,2,1200 ,1200,2,45,4500000,save,FALSE,FALSE,FALSE,save
Vidyaranyapura,4 Bedroom,4,1200 ,1200,4,175,17500000,save,FALSE,FALSE,FALSE,save
Sarjapur,4 BHK,4,1917 ,1917,3,60,6000000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,950 ,950,2,40,4000000,save,FALSE,FALSE,FALSE,save
Channasandra,2 Bedroom,2,3040 ,3040,2,48,4800000,save,FALSE,FALSE,FALSE,save
BTM 2nd Stage,3 BHK,3,1250 ,1250,3,50,5000000,save,FALSE,FALSE,FALSE,save
Vishwapriya Layout,2 BHK,2,1235 ,1235,2,60,6000000,save,FALSE,FALSE,FALSE,save
Budigere,1 BHK,1,722 ,722,1,46,4600000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,4 Bedroom,4,2775 ,2775,3,165,16500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1200 ,1200,2,93,9300000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,3 BHK,3,1400 ,1400,3,68,6800000,save,FALSE,FALSE,FALSE,save
Mallathahalli,3 BHK,3,1225 ,1225,3,60,6000000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1220 ,1220,2,58.5,5850000,save,FALSE,FALSE,FALSE,save
Nagavarapalya,1 BHK,1,705 ,705,1,52.5,5250000,save,FALSE,FALSE,FALSE,save
